build_year,sub_area,full_sq,kitch_sq,life_sq,num_room,floor,max_floor,month,dow,year,rel_floor,rel_kitch_sq,state,kindergarten_closely,railroad_closely,public_transport_station_closely,metro_closely,school_closely,park_closely,water_closely
,15,35.0,,20.0,,11.0,,7,0,2013,,,,1,1,1,0,1,0,0
,45,61.0,,30.0,,24.0,,7,0,2013,,,,1,0,1,0,0,0,1
,76,38.0,,19.0,,8.0,,7,0,2013,,,,1,1,1,1,1,0,0
,72,39.0,,,,5.0,,7,0,2013,,,,1,1,1,0,1,0,0
,29,44.0,,22.0,,6.0,,7,0,2013,,,,0,1,1,1,0,1,0
,102,60.0,,,2.0,20.0,22.0,7,0,2013,0.9090909090909091,,,0,1,0,0,0,0,1
,72,37.0,,,,9.0,,7,0,2013,,,,1,1,1,0,1,0,0
,125,79.0,,,,17.0,,7,0,2013,,,,0,0,1,0,1,0,0
,87,39.0,,,,2.0,,7,1,2013,,,,0,0,0,0,0,0,0
,101,55.0,,,,3.0,,7,1,2013,,,,0,0,1,0,0,0,1
,102,36.0,,,1.0,15.0,24.0,7,1,2013,0.625,,,0,1,0,0,0,0,1
2004.0,18,37.0,7.0,19.0,1.0,13.0,17.0,7,1,2013,0.7647058823529411,0.1891891891891892,3.0,0,1,1,1,0,0,0
1956.0,57,81.0,8.0,55.0,3.0,7.0,8.0,7,1,2013,0.875,0.09876543209876543,2.0,1,0,1,0,1,1,1
,101,55.0,,,3.0,10.0,,7,1,2013,,,,0,0,1,0,0,0,1
,101,38.0,,38.0,,7.0,,7,1,2013,,,,0,0,0,0,0,0,0
,101,45.0,,,,23.0,,7,1,2013,,,,0,0,1,0,0,0,1
,0,43.0,,43.0,,5.0,,7,1,2013,,,,1,1,1,1,1,0,0
1987.0,25,76.0,10.0,45.0,3.0,7.0,17.0,7,1,2013,0.4117647058823529,0.13157894736842105,3.0,1,1,1,1,1,0,0
,101,27.0,,12.0,,8.0,,7,1,2013,,,,0,0,1,0,0,0,1
,20,71.0,,39.0,,9.0,,7,1,2013,,,,1,1,1,1,0,0,1
,61,37.0,,22.0,,2.0,,7,1,2013,,,,1,1,1,1,0,0,0
,72,51.0,,51.0,,2.0,,7,1,2013,,,,1,1,1,0,1,0,0
,101,31.0,,31.0,,11.0,,7,1,2013,,,,0,0,1,0,0,0,1
,105,36.0,,21.0,,5.0,,7,1,2013,,,,1,1,1,1,1,0,1
,72,39.0,,,,7.0,,7,1,2013,,,,1,1,1,0,1,0,0
,104,60.0,,,,5.0,,7,1,2013,,,,0,1,0,0,0,0,1
,5,46.0,,30.0,,9.0,,7,1,2013,,,,1,1,1,1,1,0,0
,93,64.0,,,,4.0,,7,1,2013,,,,0,0,1,0,0,0,0
1963.0,115,36.0,7.0,22.0,2.0,3.0,9.0,7,1,2013,0.3333333333333333,0.19444444444444445,3.0,1,0,1,1,1,0,0
1977.0,80,52.0,8.0,30.0,2.0,5.0,12.0,7,1,2013,0.4166666666666667,0.15384615384615385,2.0,1,0,1,1,0,0,0
,87,55.0,,54.0,,4.0,,7,1,2013,,,,0,0,0,0,0,0,0
,104,65.0,,,,15.0,,7,1,2013,,,,0,1,1,0,0,0,1
,65,61.0,,,,11.0,,7,1,2013,,,,0,1,1,1,0,0,1
,44,31.0,,17.0,,1.0,,7,1,2013,,,,0,1,1,1,1,0,0
,71,38.0,,19.0,,14.0,,7,1,2013,,,,0,1,1,1,0,0,1
,104,74.0,,74.0,,6.0,,7,2,2013,,,,0,1,1,0,0,0,1
,142,61.0,,,,10.0,,7,2,2013,,,,1,1,1,0,1,0,0
2015.0,87,37.0,,19.0,1.0,4.0,,7,2,2013,,,1.0,0,0,0,0,0,0,0
,28,39.0,,39.0,,13.0,,7,2,2013,,,,1,1,1,0,1,0,0
,101,78.0,,78.0,,8.0,,7,2,2013,,,,0,0,0,0,0,0,0
,101,38.0,,,,4.0,,7,2,2013,,,,0,0,0,0,0,0,1
1974.0,44,43.0,13.0,40.0,1.0,11.0,12.0,7,2,2013,0.9166666666666666,0.3023255813953488,2.0,1,1,1,0,1,0,0
,72,58.0,,58.0,,,,7,2,2013,,,,1,1,1,0,1,0,0
,33,39.0,,20.0,,10.0,,7,2,2013,,,,1,0,1,0,0,0,1
,77,100.0,,,,16.0,,7,2,2013,,,,1,0,1,0,0,0,0
,131,36.0,,17.0,,16.0,,7,2,2013,,,,1,0,1,0,0,0,0
,104,79.0,,,,8.0,,7,2,2013,,,,0,1,1,0,0,0,1
,65,43.0,,,,5.0,,7,2,2013,,,,0,0,1,1,1,0,0
,104,61.0,7.0,,2.0,8.0,,7,2,2013,,0.11475409836065574,,0,1,0,0,0,0,1
,101,69.0,,,,3.0,,7,2,2013,,,,0,0,0,0,0,0,0
,93,39.0,,39.0,,9.0,,7,2,2013,,,,0,0,1,0,0,0,0
1960.0,26,66.0,7.0,45.0,3.0,2.0,8.0,7,2,2013,0.25,0.10606060606060606,,1,1,1,0,1,0,0
,74,52.0,8.0,52.0,2.0,9.0,14.0,7,2,2013,0.6428571428571429,0.15384615384615385,,1,1,1,0,1,0,0
,72,79.0,,,,17.0,,7,2,2013,,,,1,1,1,0,1,0,0
,118,57.0,,57.0,,27.0,,7,2,2013,,,,0,1,1,1,0,0,0
,96,40.0,,,,4.0,,7,2,2013,,,,0,0,0,0,0,0,1
,101,74.0,,74.0,,2.0,,7,2,2013,,,,0,0,0,0,0,0,0
,72,71.0,,,,16.0,,7,2,2013,,,,1,1,1,0,1,0,0
,116,39.0,,19.0,,12.0,,7,2,2013,,,,1,0,1,1,0,0,0
,56,46.0,,30.0,,8.0,,7,2,2013,,,,1,0,1,1,1,0,0
,125,37.0,,,,20.0,,7,2,2013,,,,0,0,1,0,0,0,0
,93,59.0,,59.0,,4.0,,7,3,2013,,,,0,0,1,0,0,0,0
2012.0,30,60.0,13.0,37.0,3.0,16.0,24.0,7,3,2013,0.6666666666666666,0.21666666666666667,3.0,1,0,1,0,0,0,0
,125,80.0,,80.0,,13.0,,7,3,2013,,,,0,0,1,0,1,0,0
,12,35.0,,17.0,,1.0,,7,3,2013,,,,1,1,1,0,1,0,0
,63,46.0,,28.0,,1.0,,7,3,2013,,,,0,1,1,1,1,0,0
,102,73.0,,73.0,3.0,5.0,22.0,7,3,2013,0.22727272727272727,,,0,1,0,0,0,0,1
,101,45.0,,,1.0,9.0,,7,3,2013,,,,0,0,1,0,0,0,1
,72,79.0,,,,17.0,,7,3,2013,,,,1,1,1,0,1,0,0
1986.0,133,68.0,8.0,41.0,3.0,4.0,12.0,7,3,2013,0.3333333333333333,0.11764705882352941,3.0,1,1,1,1,0,1,1
,72,51.0,,,,9.0,,7,3,2013,,,,1,1,1,0,1,0,0
,34,83.0,,,,10.0,,7,3,2013,,,,0,1,1,0,0,0,1
,72,61.0,,,,13.0,,7,3,2013,,,,1,1,1,0,1,0,0
1970.0,61,40.0,8.0,18.0,1.0,12.0,14.0,7,3,2013,0.8571428571428571,0.2,,1,1,1,0,1,0,0
2012.0,28,39.0,9.0,18.0,1.0,13.0,25.0,7,3,2013,0.52,0.23076923076923078,3.0,1,1,1,1,0,0,1
2008.0,132,100.0,14.0,53.0,2.0,11.0,12.0,7,3,2013,0.9166666666666666,0.14,,1,0,1,1,0,0,0
,104,63.0,,30.0,,3.0,,7,3,2013,,,,0,1,0,0,0,0,1
,71,63.0,,,2.0,8.0,,7,3,2013,,,,0,1,1,1,0,0,1
,104,46.0,,,,2.0,,7,3,2013,,,,0,1,1,0,0,0,1
,72,63.0,,,,16.0,,7,3,2013,,,,1,1,1,0,1,0,0
1993.0,22,74.0,10.0,46.0,3.0,17.0,17.0,7,3,2013,1.0,0.13513513513513514,3.0,0,1,1,0,1,0,1
1957.0,118,46.0,8.0,20.0,1.0,1.0,5.0,7,3,2013,0.2,0.17391304347826086,2.0,1,1,1,1,0,0,0
,104,41.0,,18.0,,12.0,,7,3,2013,,,,0,1,1,0,0,0,1
,72,61.0,,,,11.0,,7,4,2013,,,,1,1,1,0,1,0,0
,104,40.0,,36.0,,14.0,,7,4,2013,,,,0,1,1,0,0,0,1
1968.0,105,38.0,7.0,21.0,1.0,3.0,12.0,7,4,2013,0.25,0.18421052631578946,2.0,1,1,1,1,1,0,1
,72,37.0,,,,6.0,,7,4,2013,,,,1,1,1,0,1,0,0
,93,41.0,,41.0,,13.0,,7,4,2013,,,,0,0,1,0,0,0,0
,18,41.0,,,,13.0,,7,4,2013,,,,1,1,1,1,1,0,0
1977.0,143,40.0,8.0,20.0,1.0,12.0,12.0,7,4,2013,1.0,0.2,2.0,1,0,1,1,1,0,0
1965.0,44,45.0,5.0,28.0,2.0,5.0,12.0,7,4,2013,0.4166666666666667,0.1111111111111111,3.0,1,1,1,0,1,0,0
,93,64.0,,64.0,,16.0,,7,4,2013,,,,0,0,1,0,0,0,0
,100,40.0,,,,13.0,,7,4,2013,,,,1,1,1,0,0,0,0
,93,77.0,,77.0,,1.0,,7,4,2013,,,,0,0,1,0,0,0,0
,72,52.0,,,,15.0,,7,4,2013,,,,1,1,1,0,1,0,0
,40,38.0,,20.0,,4.0,,7,4,2013,,,,0,1,1,0,0,0,1
1963.0,58,40.0,5.0,27.0,2.0,3.0,5.0,7,4,2013,0.6,0.125,2.0,1,1,1,0,0,1,0
,86,51.0,,,2.0,8.0,17.0,7,4,2013,0.47058823529411764,,1.0,0,0,0,0,0,0,1
,72,61.0,,,,7.0,,7,4,2013,,,,1,1,1,0,1,0,0
,133,64.0,,,,8.0,,7,4,2013,,,,0,0,1,1,1,1,0
,68,42.0,,28.0,,8.0,,7,4,2013,,,,1,1,1,0,0,0,1
,104,49.0,,18.0,,4.0,,7,4,2013,,,,0,0,0,0,0,0,1
,130,62.0,,37.0,,5.0,,7,4,2013,,,,1,1,1,1,1,0,1
,101,62.0,,,,8.0,,7,5,2013,,,,0,0,0,0,0,0,0
1983.0,39,52.0,8.0,,2.0,12.0,,7,5,2013,,0.15384615384615385,3.0,1,1,1,0,1,0,0
1964.0,56,30.0,5.0,18.0,1.0,3.0,5.0,7,5,2013,0.6,0.16666666666666666,3.0,1,1,1,1,1,0,1
,65,82.0,,82.0,,18.0,,7,5,2013,,,,0,0,1,1,1,0,0
1979.0,127,39.0,10.0,18.0,1.0,8.0,17.0,7,5,2013,0.47058823529411764,0.2564102564102564,4.0,1,1,1,1,0,1,0
,104,63.0,,30.0,,4.0,,7,5,2013,,,,0,1,0,0,0,0,1
,142,65.0,,,,7.0,,7,5,2013,,,,1,1,1,0,1,0,0
1974.0,81,43.0,11.0,18.0,1.0,1.0,16.0,7,0,2013,0.0625,0.2558139534883721,2.0,1,1,1,1,1,0,0
2003.0,77,79.0,10.0,45.0,3.0,4.0,22.0,7,0,2013,0.18181818181818182,0.12658227848101267,4.0,1,0,1,0,0,0,0
2008.0,40,85.0,11.0,47.0,3.0,8.0,17.0,7,0,2013,0.47058823529411764,0.12941176470588237,3.0,0,1,1,1,0,0,1
1970.0,17,32.0,6.0,18.0,1.0,8.0,9.0,7,0,2013,0.8888888888888888,0.1875,4.0,0,0,1,0,1,0,1
,104,63.0,,30.0,,,,7,0,2013,,,,0,1,1,0,0,0,1
1960.0,112,35.0,7.0,21.0,2.0,2.0,8.0,7,0,2013,0.25,0.2,3.0,0,1,1,1,1,0,0
,78,60.0,,,,2.0,,7,0,2013,,,,0,1,1,0,0,0,0
2013.0,89,49.0,6.0,,1.0,10.0,12.0,7,0,2013,0.8333333333333334,0.12244897959183673,1.0,0,1,1,0,0,0,1
1960.0,72,32.0,6.0,19.0,1.0,3.0,4.0,7,0,2013,0.75,0.1875,3.0,0,0,0,0,0,0,1
1992.0,65,37.0,7.0,18.0,1.0,3.0,17.0,7,0,2013,0.17647058823529413,0.1891891891891892,3.0,1,0,1,1,1,0,0
,123,38.0,,21.0,,14.0,,7,0,2013,,,,1,1,1,1,1,1,1
1999.0,60,73.0,9.0,43.0,3.0,10.0,17.0,7,0,2013,0.5882352941176471,0.1232876712328767,4.0,1,1,1,1,0,0,1
,101,38.0,,,,6.0,,7,0,2013,,,,0,0,0,0,0,0,1
,63,37.0,,,,2.0,,7,0,2013,,,,1,0,1,1,0,0,0
,102,40.0,,40.0,,8.0,,7,0,2013,,,,0,0,1,0,0,0,0
,93,74.0,,74.0,,17.0,,7,0,2013,,,,0,0,1,0,0,0,0
,72,61.0,,,,16.0,,7,0,2013,,,,1,1,1,0,1,0,0
,101,103.0,,103.0,,9.0,,7,0,2013,,,,0,0,0,0,0,0,0
1971.0,129,45.0,6.0,29.0,2.0,6.0,9.0,7,0,2013,0.6666666666666666,0.13333333333333333,3.0,1,0,1,1,1,0,0
,65,29.0,,26.0,,16.0,,7,0,2013,,,,0,0,1,1,1,0,0
,72,52.0,,,,11.0,,7,0,2013,,,,1,1,1,0,1,0,0
,65,56.0,,,,7.0,,7,0,2013,,,,0,0,1,1,1,0,0
,72,72.0,,,,9.0,,7,0,2013,,,,1,1,1,0,1,0,0
,26,47.0,,29.0,,5.0,,7,0,2013,,,,1,1,1,1,1,0,0
,72,52.0,,,,17.0,,7,0,2013,,,,1,1,1,0,1,0,0
,72,38.0,,37.0,,7.0,,7,1,2013,,,,1,1,1,0,1,0,0
,101,38.0,,,,8.0,,7,1,2013,,,,0,0,0,0,0,0,0
,72,51.0,,,,5.0,,7,1,2013,,,,1,1,1,0,1,0,0
,77,165.0,,165.0,,24.0,,7,1,2013,,,,1,0,1,0,0,0,0
,125,80.0,,40.0,,13.0,,7,1,2013,,,,0,0,1,0,1,0,0
,72,51.0,,,,8.0,,7,1,2013,,,,1,1,1,0,1,0,0
1958.0,29,56.0,7.0,35.0,2.0,4.0,14.0,7,1,2013,0.2857142857142857,0.125,2.0,1,1,1,1,1,0,1
1960.0,7,29.0,4.0,17.0,1.0,1.0,8.0,7,1,2013,0.125,0.13793103448275862,3.0,1,1,1,0,0,0,0
2005.0,117,68.0,11.0,30.0,2.0,7.0,16.0,7,1,2013,0.4375,0.16176470588235295,4.0,1,0,1,1,1,0,0
,100,40.0,,,,8.0,,7,1,2013,,,,1,1,1,0,0,0,0
1958.0,26,63.0,9.0,37.0,2.0,6.0,8.0,7,1,2013,0.75,0.14285714285714285,3.0,1,1,1,0,1,0,1
,72,63.0,,63.0,,6.0,,7,1,2013,,,,1,1,1,0,1,0,0
1985.0,85,50.0,7.0,28.0,2.0,14.0,22.0,7,1,2013,0.6363636363636364,0.14,2.0,0,1,1,0,0,0,1
,90,45.0,,45.0,,2.0,,7,1,2013,,,,0,0,0,0,0,0,0
,57,69.0,,41.0,,14.0,,7,1,2013,,,,1,0,1,0,1,0,0
,142,38.0,,,,12.0,,7,1,2013,,,,1,1,1,0,1,0,0
,104,58.0,,30.0,,9.0,,7,1,2013,,,,0,1,1,0,0,0,1
,93,79.0,,79.0,,4.0,,7,1,2013,,,,0,0,1,0,0,0,0
1970.0,21,41.0,4.0,25.0,2.0,2.0,9.0,7,2,2013,0.2222222222222222,0.0975609756097561,3.0,1,1,1,0,1,0,1
,131,126.0,,126.0,,,,7,2,2013,,,,0,0,1,0,0,0,0
1997.0,79,50.0,8.0,30.0,2.0,7.0,17.0,7,2,2013,0.4117647058823529,0.16,3.0,1,0,1,1,1,0,0
1973.0,123,60.0,6.0,43.0,3.0,8.0,9.0,7,2,2013,0.8888888888888888,0.1,,1,0,1,0,0,0,1
,65,84.0,,77.0,,15.0,,7,2,2013,,,,0,0,1,1,1,0,0
,60,74.0,,45.0,,4.0,,7,2,2013,,,,1,0,1,1,1,1,1
,128,60.0,,,,11.0,,7,2,2013,,,,0,1,1,1,1,0,1
2006.0,45,52.0,9.0,30.0,2.0,12.0,14.0,7,2,2013,0.8571428571428571,0.17307692307692307,2.0,1,0,1,1,1,0,0
2001.0,54,83.0,11.0,47.0,3.0,15.0,16.0,7,2,2013,0.9375,0.13253012048192772,3.0,1,0,1,1,1,0,0
,72,46.0,,,,10.0,,7,2,2013,,,,1,1,1,0,1,0,0
,72,72.0,,,,23.0,,7,2,2013,,,,1,1,1,0,1,0,0
,101,56.0,,56.0,,1.0,,7,2,2013,,,,0,0,0,0,0,0,1
2008.0,93,38.0,7.0,19.0,1.0,8.0,17.0,7,2,2013,0.47058823529411764,0.18421052631578946,3.0,0,0,1,0,0,0,0
1972.0,127,36.0,8.0,34.0,1.0,13.0,14.0,7,2,2013,0.9285714285714286,0.2222222222222222,3.0,1,1,1,1,0,0,0
1976.0,56,37.0,6.0,22.0,2.0,4.0,14.0,7,2,2013,0.2857142857142857,0.16216216216216217,3.0,1,1,1,0,1,0,0
,24,131.0,,85.0,,,,7,2,2013,,,,1,1,1,1,0,0,1
,65,80.0,,,,5.0,,7,2,2013,,,,0,0,1,1,1,0,0
,3,44.0,,28.0,,6.0,,7,2,2013,,,,1,1,1,0,0,0,0
1968.0,15,47.0,6.0,31.0,2.0,7.0,9.0,7,2,2013,0.7777777777777778,0.1276595744680851,,1,1,1,0,0,0,1
1959.0,7,78.0,9.0,51.0,3.0,2.0,8.0,7,2,2013,0.25,0.11538461538461539,4.0,1,1,1,0,1,0,0
1968.0,44,36.0,9.0,20.0,1.0,3.0,12.0,8,3,2013,0.25,0.25,2.0,1,1,1,0,1,0,1
,101,55.0,,,,3.0,,8,3,2013,,,,0,0,1,0,0,0,1
,9,43.0,,21.0,,11.0,,8,3,2013,,,,1,1,1,1,1,0,1
,107,136.0,,68.0,,11.0,,8,3,2013,,,,1,0,1,1,1,0,1
,71,34.0,,19.0,,14.0,,8,3,2013,,,,1,1,1,1,1,0,1
1969.0,39,40.0,6.0,23.0,2.0,9.0,14.0,8,3,2013,0.6428571428571429,0.15,,1,1,1,0,1,1,1
1973.0,31,58.0,6.0,44.0,3.0,9.0,9.0,8,3,2013,1.0,0.10344827586206896,2.0,1,1,1,1,1,0,0
,72,37.0,,37.0,1.0,7.0,,8,3,2013,,,1.0,1,1,1,0,1,0,0
1982.0,82,38.0,9.0,19.0,1.0,12.0,16.0,8,3,2013,0.75,0.23684210526315788,,1,1,1,1,1,0,0
,72,82.0,,,,13.0,,8,3,2013,,,,1,1,1,0,1,0,0
,77,136.0,,,,12.0,,8,3,2013,,,,1,0,1,0,0,0,0
,93,60.0,,60.0,,19.0,,8,3,2013,,,,0,0,1,0,0,0,0
1976.0,0,63.0,9.0,35.0,2.0,8.0,9.0,8,3,2013,0.8888888888888888,0.14285714285714285,,1,1,1,1,0,0,0
2010.0,65,41.0,10.0,22.0,1.0,24.0,25.0,8,3,2013,0.96,0.24390243902439024,,0,1,1,1,1,0,0
,104,65.0,,29.0,,15.0,,8,3,2013,,,,0,0,0,0,0,0,1
,30,40.0,,23.0,,11.0,,8,3,2013,,,,1,0,1,0,1,0,0
,72,39.0,,,,14.0,,8,3,2013,,,,0,0,1,1,1,0,1
,72,37.0,,37.0,,6.0,,8,3,2013,,,,1,1,1,0,1,0,0
1968.0,70,32.0,6.0,18.0,1.0,9.0,9.0,8,3,2013,1.0,0.1875,3.0,1,1,1,1,1,0,1
1982.0,52,45.0,6.0,30.0,2.0,8.0,12.0,8,3,2013,0.6666666666666666,0.13333333333333333,2.0,1,1,1,1,1,0,0
1969.0,117,43.0,5.0,27.0,2.0,3.0,9.0,8,3,2013,0.3333333333333333,0.11627906976744186,2.0,1,0,1,1,1,0,0
,71,54.0,,32.0,,2.0,,8,3,2013,,,,1,1,1,1,1,0,1
1973.0,71,20.0,3.0,12.0,1.0,5.0,20.0,8,3,2013,0.25,0.15,2.0,1,1,1,1,1,0,1
,65,38.0,,18.0,,11.0,,8,3,2013,,,,0,1,1,1,1,0,1
,101,62.0,,62.0,,11.0,,8,4,2013,,,,0,0,0,0,0,0,0
,27,21.0,,13.0,,9.0,,8,4,2013,,,,1,0,1,0,1,0,0
1973.0,83,46.0,5.0,28.0,2.0,4.0,5.0,8,4,2013,0.8,0.10869565217391304,3.0,0,1,1,0,0,0,1
,28,51.0,,30.0,,12.0,,8,4,2013,,,,1,1,1,0,1,0,0
1967.0,105,45.0,6.0,28.0,2.0,3.0,12.0,8,4,2013,0.25,0.13333333333333333,3.0,1,1,1,1,1,0,1
1978.0,55,54.0,8.0,31.0,2.0,4.0,16.0,8,4,2013,0.25,0.14814814814814814,,0,1,1,1,1,0,0
,72,84.0,,,,17.0,,8,4,2013,,,,1,1,1,0,1,0,0
1996.0,60,84.0,8.0,50.0,3.0,13.0,14.0,8,4,2013,0.9285714285714286,0.09523809523809523,3.0,1,0,1,1,0,1,1
,82,54.0,,31.0,,7.0,,8,4,2013,,,,1,1,1,1,0,0,1
,104,65.0,,,,2.0,,8,4,2013,,,,0,1,1,0,0,0,1
,125,59.0,,59.0,,22.0,,8,4,2013,,,,0,0,1,0,1,0,0
,18,41.0,,41.0,,13.0,,8,4,2013,,,,1,1,1,1,1,0,0
,59,31.0,,20.0,,1.0,,8,4,2013,,,,1,1,1,1,1,0,0
1964.0,40,41.0,5.0,26.0,2.0,2.0,5.0,8,4,2013,0.4,0.12195121951219512,2.0,1,1,1,0,0,0,1
1995.0,1,37.0,8.0,19.0,1.0,2.0,17.0,8,4,2013,0.11764705882352941,0.21621621621621623,3.0,1,0,1,1,1,0,0
1971.0,78,44.0,,29.0,2.0,3.0,9.0,8,4,2013,0.3333333333333333,,,1,1,1,0,1,0,1
,34,60.0,,42.0,,3.0,,8,4,2013,,,,0,1,1,1,0,1,0
,131,86.0,,,,5.0,,8,4,2013,,,,1,0,1,0,0,0,0
1982.0,39,54.0,8.0,31.0,2.0,6.0,16.0,8,4,2013,0.375,0.14814814814814814,3.0,1,1,1,0,1,0,1
,13,35.0,,14.0,,9.0,,8,4,2013,,,,1,0,1,1,1,1,1
,104,63.0,,58.0,,6.0,,8,4,2013,,,,0,1,0,0,0,0,1
,63,71.0,,44.0,,11.0,,8,4,2013,,,,1,1,1,1,0,1,1
1971.0,23,39.0,7.0,22.0,2.0,10.0,12.0,8,4,2013,0.8333333333333334,0.1794871794871795,2.0,1,1,1,1,1,0,0
1932.0,47,64.0,7.0,41.0,3.0,1.0,8.0,8,4,2013,0.125,0.109375,2.0,1,1,1,1,1,0,0
1995.0,38,78.0,10.0,46.0,3.0,10.0,22.0,8,4,2013,0.45454545454545453,0.1282051282051282,3.0,1,1,1,1,1,0,0
2009.0,65,81.0,14.0,42.0,2.0,5.0,25.0,8,4,2013,0.2,0.1728395061728395,3.0,0,1,1,1,0,0,0
1968.0,84,17.0,3.0,10.0,1.0,4.0,5.0,8,4,2013,0.8,0.17647058823529413,2.0,1,1,1,1,1,0,1
,54,58.0,,35.0,,5.0,,8,5,2013,,,,1,0,1,0,1,0,1
,101,31.0,,31.0,,11.0,,8,5,2013,,,,0,0,0,0,0,0,0
,101,55.0,,,,8.0,,8,5,2013,,,,0,0,0,0,0,0,1
,144,108.0,,61.0,,9.0,,8,5,2013,,,,1,0,1,1,1,0,0
,122,68.0,,44.0,,2.0,,8,5,2013,,,,1,1,1,1,1,0,0
1972.0,129,31.0,7.0,16.0,1.0,12.0,12.0,8,5,2013,1.0,0.22580645161290322,3.0,1,0,1,0,1,0,0
1973.0,118,32.0,7.0,16.0,1.0,9.0,12.0,8,5,2013,0.75,0.21875,3.0,0,1,1,0,1,0,0
,10,45.0,,28.0,,10.0,,8,5,2013,,,,1,1,1,0,1,0,1
,72,37.0,,37.0,,4.0,,8,5,2013,,,,1,1,1,0,1,0,0
,17,32.0,,18.0,,9.0,,8,0,2013,,,,0,0,1,1,0,0,0
,101,46.0,,,,12.0,,8,0,2013,,,,0,0,0,0,0,0,0
,101,45.0,,45.0,,17.0,,8,0,2013,,,,0,0,0,0,0,0,0
1992.0,65,73.0,10.0,43.0,3.0,13.0,17.0,8,0,2013,0.7647058823529411,0.136986301369863,2.0,0,1,1,1,0,0,0
1992.0,65,54.0,9.0,32.0,2.0,17.0,17.0,8,0,2013,1.0,0.16666666666666666,,1,0,1,1,1,0,0
,142,65.0,,35.0,2.0,7.0,12.0,8,0,2013,0.5833333333333334,,1.0,1,1,1,0,1,0,0
1974.0,69,34.0,6.0,20.0,2.0,2.0,9.0,8,0,2013,0.2222222222222222,0.17647058823529413,3.0,1,1,1,1,1,0,0
,130,38.0,,17.0,,13.0,,8,0,2013,,,,1,1,1,1,1,0,0
,101,39.0,,,,7.0,,8,0,2013,,,,0,0,0,0,0,0,0
,39,36.0,,21.0,,1.0,,8,0,2013,,,,1,1,1,0,0,0,1
,72,64.0,,64.0,,13.0,,8,0,2013,,,,0,0,1,1,0,0,0
,43,32.0,,18.0,,9.0,,8,0,2013,,,,1,0,1,1,1,0,0
,57,31.0,,19.0,,1.0,,8,0,2013,,,,0,0,1,0,1,0,0
,133,43.0,,29.0,,1.0,,8,0,2013,,,,1,1,1,1,1,0,0
,72,58.0,,58.0,,12.0,,8,0,2013,,,,1,1,1,0,1,0,0
,57,100.0,,,,16.0,,8,0,2013,,,,1,0,1,0,1,1,1
,101,70.0,,,,6.0,,8,0,2013,,,,0,0,0,0,0,0,0
,63,63.0,,26.0,,2.0,,8,0,2013,,,,0,1,1,1,1,1,1
,93,103.0,,103.0,,13.0,,8,0,2013,,,,0,0,1,0,0,0,0
,84,30.0,,18.0,,1.0,,8,0,2013,,,,1,1,1,0,1,0,0
1971.0,8,32.0,6.0,18.0,1.0,4.0,9.0,8,0,2013,0.4444444444444444,0.1875,3.0,1,1,1,1,1,0,1
1968.0,84,24.0,3.0,16.0,1.0,1.0,5.0,8,0,2013,0.2,0.125,2.0,1,1,1,1,1,0,1
,84,38.0,,19.0,,9.0,,8,0,2013,,,,1,0,1,1,1,0,0
,78,61.0,,34.0,,12.0,,8,0,2013,,,,0,1,1,0,0,0,0
,125,72.0,,45.0,,5.0,,8,0,2013,,,,0,0,1,1,1,0,0
,133,69.0,,69.0,,15.0,,8,1,2013,,,,0,0,1,1,1,1,0
,104,49.0,,18.0,,5.0,,8,1,2013,,,,0,1,1,0,0,0,1
,104,65.0,,29.0,,5.0,,8,1,2013,,,,0,1,1,0,0,0,1
1937.0,85,50.0,9.0,29.0,2.0,1.0,5.0,8,1,2013,0.2,0.18,,0,1,1,0,1,0,1
1980.0,55,60.0,10.0,34.0,2.0,16.0,16.0,8,1,2013,1.0,0.16666666666666666,3.0,0,1,1,1,1,0,0
,72,52.0,,,,14.0,,8,1,2013,,,,1,1,1,0,1,0,0
,18,82.0,,,,5.0,,8,1,2013,,,,1,1,1,1,1,0,0
,72,37.0,,,,2.0,,8,1,2013,,,,1,1,1,0,1,0,0
,128,75.0,,,,14.0,,8,1,2013,,,,1,1,1,1,0,1,1
,93,77.0,,,,23.0,,8,1,2013,,,,0,0,1,0,0,0,0
,80,61.0,,61.0,,6.0,,8,1,2013,,,,1,0,1,0,1,0,0
1983.0,70,41.0,8.0,20.0,1.0,7.0,12.0,8,1,2013,0.5833333333333334,0.1951219512195122,3.0,0,0,1,0,1,0,1
,72,52.0,,,,16.0,,8,1,2013,,,,1,1,1,0,1,0,0
,101,38.0,,38.0,,3.0,,8,1,2013,,,,0,0,0,0,0,0,0
,72,47.0,,,,16.0,,8,1,2013,,,,1,1,1,0,1,0,0
,101,87.0,,87.0,,14.0,,8,1,2013,,,,0,0,0,0,0,0,0
,72,39.0,,,,15.0,,8,1,2013,,,,1,1,1,0,1,0,0
,101,44.0,,44.0,,8.0,,8,1,2013,,,,0,0,0,0,0,0,0
,127,57.0,,31.0,,14.0,,8,1,2013,,,,1,1,1,1,0,0,0
,104,61.0,,29.0,,8.0,,8,1,2013,,,,0,1,0,0,0,0,1
,104,49.0,,18.0,,10.0,,8,1,2013,,,,0,1,1,0,0,0,1
,72,61.0,,,,6.0,,8,1,2013,,,,1,1,1,0,1,0,0
,102,74.0,,74.0,2.0,9.0,9.0,8,1,2013,1.0,,,0,0,0,0,0,0,1
