build_year,full_sq,kitch_sq,life_sq,num_room,floor,max_floor,rel_floor,rel_kitch_sq,state,kindergarten_closely,railroad_closely,public_transport_station_closely,metro_closely,school_closely,park_closely,water_closely,price_doc
,56.0,,34.0,,1.0,,,,,1,1,1,1,0,0,0,7000000.0
,60.0,,30.0,,12.0,,,,,0,1,1,0,0,0,1,4946203.0
,73.0,,44.0,,2.0,,,,,1,1,1,1,1,0,0,13300000.0
,79.0,,,,10.0,,,,,0,0,0,0,0,0,0,6136900.0
,74.0,,,,8.0,,,,,0,1,0,0,0,0,1,3321161.0
,51.0,,30.0,,4.0,,,,,1,1,1,0,1,0,0,6000000.0
,78.0,,,,6.0,,,,,0,0,0,0,0,0,0,6136900.0
,158.0,,158.0,,4.0,,,,,0,0,1,0,0,0,0,36613500.0
,68.0,,,,7.0,,,,,0,0,0,0,0,0,0,5289900.0
,54.0,,27.0,,2.0,,,,,0,0,0,0,0,0,0,3258170.0
,33.0,,20.0,,2.0,,,,,0,1,1,0,0,0,1,5900000.0
,55.0,,22.0,,9.0,,,,,0,1,1,0,0,0,0,4840278.0
,58.0,,41.0,,6.0,,,,,1,0,1,0,0,0,0,4500000.0
,76.0,,40.0,,11.0,,,,,0,1,1,0,0,0,1,6188280.0
,43.0,,,,11.0,,,,,0,0,0,0,0,0,0,3643700.0
,38.0,,19.0,,3.0,,,,,1,1,1,1,0,0,0,5400000.0
,48.0,,,,14.0,,,,,0,0,0,0,0,0,0,4437750.0
,56.0,,42.0,,2.0,,,,,1,1,1,1,0,0,0,11600000.0
,46.0,,,,5.0,,,,,0,0,0,0,0,0,0,3818000.0
,74.0,,,,14.0,,,,,0,1,1,0,0,0,1,6302690.0
,43.0,,25.0,,5.0,,,,,0,1,1,0,1,0,0,6000000.0
,59.0,,38.0,,8.0,,,,,1,0,1,0,1,0,0,10500000.0
,37.0,,19.0,,14.0,,,,,1,0,1,1,1,0,1,6650000.0
,41.0,,,,25.0,,,,,0,1,0,0,0,0,1,3849322.0
,53.0,,32.0,,8.0,,,,,1,1,1,0,0,0,0,9300000.0
,36.0,,18.0,,5.0,,,,,1,1,1,1,1,0,0,6200000.0
,51.0,,28.0,,10.0,,,,,1,0,1,1,1,0,0,8400000.0
,68.0,,,,5.0,,,,,0,0,0,0,0,0,0,5667750.0
,37.0,,,,5.0,,,,,1,1,1,0,1,0,0,3274574.0
,46.0,,,,14.0,,,,,0,0,0,0,0,0,0,3818000.0
,57.0,,37.0,,5.0,,,,,1,1,1,1,1,1,1,8200000.0
,44.0,,,,6.0,,,,,0,0,0,0,0,0,0,3660300.0
,40.0,,18.0,,16.0,,,,,0,1,1,0,0,0,1,3668587.0
,55.0,,55.0,,13.0,,,,,0,1,1,0,0,0,0,6868818.0
,76.0,,,,15.0,,,,,0,0,0,0,0,0,0,5814000.0
,39.0,,17.0,,3.0,,,,,0,1,1,0,1,0,0,4700000.0
,38.0,,20.0,,18.0,,,,,1,0,1,0,0,0,0,7900000.0
,47.0,,30.0,,12.0,,,,,1,1,1,1,1,0,0,7550000.0
,77.0,,31.0,,1.0,,,,,0,1,1,0,0,0,1,7000000.0
,68.0,,,,9.0,,,,,0,0,0,0,0,0,0,5770800.0
,53.0,,30.0,,1.0,,,,,1,1,1,0,0,0,0,6000000.0
,60.0,,30.0,,5.0,,,,,0,1,1,0,0,0,1,4805054.0
,37.0,,,,7.0,,,,,1,1,1,0,1,0,0,3274574.0
,65.0,,41.0,,3.0,,,,,1,0,1,1,0,1,0,11300000.0
,84.0,,54.0,,4.0,,,,,1,0,1,0,1,0,0,13000000.0
,138.0,,138.0,,2.0,,,,,0,0,0,0,0,0,1,6457416.0
,58.0,,30.0,,6.0,,,,,0,0,1,0,1,0,1,7900000.0
,74.0,,43.0,,15.0,,,,,0,1,0,0,0,0,1,11431800.0
,84.0,,,,17.0,,,,,0,0,1,1,1,0,0,6230800.0
,79.0,,,,8.0,,,,,0,0,0,0,0,0,0,5907850.0
,78.0,,,,25.0,,,,,0,1,0,0,0,0,1,6396659.0
,32.0,,18.0,,3.0,,,,,1,0,1,0,0,0,1,4300000.0
,38.0,,23.0,,2.0,,,,,1,1,1,1,1,0,0,3000000.0
,77.0,,77.0,,10.0,,,,,0,0,0,0,0,0,0,5852000.0
,55.0,,40.0,,4.0,,,,,1,0,1,1,1,0,0,8100000.0
,87.0,,48.0,,13.0,,,,,0,1,1,0,1,1,1,17200000.0
,44.0,,28.0,,5.0,,,,,1,1,1,0,0,0,0,7500000.0
,60.0,,60.0,,25.0,,,,,0,1,0,0,0,0,1,4995670.0
,10.0,,10.0,,5.0,,,,,1,1,1,1,1,0,0,2150000.0
,33.0,,19.0,,5.0,,,,,1,1,1,1,0,0,0,5000000.0
,94.0,,59.0,,6.0,,,,,1,1,1,0,1,0,0,9900000.0
,70.0,,48.0,,8.0,,,,,1,0,1,0,1,0,0,14165000.0
,38.0,,19.0,,11.0,,,,,1,0,1,0,0,0,0,2500000.0
,90.0,,,,7.0,,,,,0,0,0,0,0,0,0,6734800.0
,78.0,,43.0,,22.0,,,,,1,0,1,1,1,0,1,13400000.0
,38.0,,20.0,,11.0,,,,,1,1,1,0,1,0,1,5100000.0
,59.0,,,,16.0,,,,,0,0,0,0,0,0,0,4506800.0
,36.0,,18.0,,7.0,,,,,1,1,1,1,1,0,0,4000000.0
,57.0,,,,13.0,,,,,0,0,1,0,0,0,0,4676422.0
,44.0,,,,2.0,,,,,0,0,0,0,0,0,0,3649000.0
,43.0,,18.0,,6.0,,,,,0,1,1,0,0,0,1,3912000.0
,41.0,,41.0,,15.0,,,,,0,1,1,1,0,0,0,3649323.0
,43.0,,38.0,,4.0,,,,,0,1,1,0,0,0,1,3606375.0
,74.0,,45.0,,14.0,,,,,1,1,1,0,1,1,1,4850000.0
,74.0,,,,8.0,,,,,0,1,1,0,0,0,1,14490576.0
,51.0,,30.0,,5.0,,,,,1,0,1,1,1,0,0,11300000.0
,31.0,,30.0,,3.0,,,,,0,0,0,0,0,0,0,2173428.0
,95.0,,95.0,,2.0,,,,,0,0,1,0,0,1,0,13860000.0
,38.0,,19.0,,7.0,,,,,1,1,1,0,0,0,1,7300000.0
,56.0,,,,8.0,,,,,0,0,0,0,0,0,0,4250650.0
,37.0,,37.0,,5.0,,,,,0,0,1,1,1,0,0,3888500.0
,73.0,,,,17.0,,,,,0,0,1,1,1,0,0,5746200.0
,32.0,,18.0,,9.0,,,,,1,1,1,0,1,0,1,5100000.0
,38.0,,15.0,,9.0,,,,,0,1,1,0,0,0,1,3065553.0
,18.0,,14.0,,5.0,,,,,1,1,1,1,0,0,0,2716000.0
,19.0,,14.0,,2.0,,,,,1,1,1,1,0,0,0,2910000.0
,51.0,,30.0,,14.0,,,,,1,1,1,0,1,0,0,8250000.0
,25.0,,10.0,,,,,,,1,1,1,0,1,0,0,2000000.0
,35.0,,20.0,,3.0,,,,,1,1,1,1,1,0,1,2000000.0
,44.0,,27.0,,5.0,,,,,1,1,1,0,1,0,0,5750000.0
,32.0,,16.0,,8.0,,,,,1,1,0,1,1,0,1,2000000.0
,167.0,,134.0,,3.0,,,,,1,1,1,1,1,0,0,31685000.0
,79.0,,41.0,,14.0,,,,,0,1,1,0,0,0,1,6780400.0
,53.0,,,,16.0,,,,,1,1,1,0,0,0,0,3614133.0
,37.0,,22.0,,4.0,,,,,1,1,1,0,1,0,0,2000000.0
,37.0,,,,10.0,,,,,0,0,1,1,1,0,0,5430250.0
,159.0,,159.0,,1.0,,,,,0,0,0,0,0,0,1,7434966.0
,34.0,,32.0,,7.0,,,,,0,0,0,0,0,0,0,1900000.0
,38.0,,23.0,,1.0,,,,,1,1,1,1,1,0,0,6150000.0
,39.0,,19.0,,6.0,,,,,0,0,0,0,1,0,0,4700000.0
,44.0,,30.0,,,,,,,1,1,1,1,0,0,0,6550000.0
,43.0,,,,19.0,,,,,0,0,1,1,1,0,0,5922450.0
,39.0,,19.0,,14.0,,,,,1,1,1,0,1,0,0,4600000.0
,69.0,,,,17.0,,,,,0,0,1,1,1,0,0,5724240.0
,43.0,,26.0,,5.0,,,,,0,1,1,0,0,0,0,5000000.0
,41.0,,41.0,,17.0,,,,,1,1,1,0,1,0,0,3670489.0
,39.0,,23.0,,7.0,,,,,0,1,1,0,0,0,1,5280000.0
,68.0,,68.0,,14.0,,,,,0,0,1,1,1,1,0,5770800.0
,53.0,,,,10.0,,,,,0,1,1,0,0,1,1,3676716.0
,68.0,,68.0,,15.0,,,,,0,0,0,0,0,0,0,5770800.0
,75.0,,43.0,,2.0,,,,,0,1,1,0,0,0,0,13492500.0
,45.0,,45.0,,14.0,,,,,0,0,1,0,0,0,0,3809700.0
,71.0,,44.0,,11.0,,,,,0,1,0,0,0,0,1,10933000.0
,44.0,,30.0,,4.0,,,,,1,0,1,1,1,0,0,5450000.0
,75.0,,45.0,,9.0,,,,,1,1,1,1,0,0,0,13000000.0
,62.0,,38.0,,4.0,,,,,0,0,1,0,0,0,0,9000000.0
,31.0,,16.0,,12.0,,,,,1,0,1,1,0,0,0,5750000.0
,44.0,,,,4.0,,,,,0,0,0,0,0,0,0,3660300.0
,59.0,,,,4.0,,,,,0,0,0,0,0,0,0,4506800.0
,44.0,,30.0,,5.0,,,,,1,0,1,0,1,0,1,6650000.0
,48.0,,,,10.0,,,,,0,0,0,0,0,0,0,4025500.0
,20.0,,14.0,,4.0,,,,,1,1,1,1,0,0,0,2716000.0
,31.0,,21.0,,8.0,,,,,1,0,1,1,0,0,0,7400000.0
,31.0,,20.0,,2.0,,,,,1,1,1,1,1,0,0,4950000.0
,43.0,,31.0,,4.0,,,,,1,1,1,1,1,0,0,5700000.0
,45.0,,27.0,,12.0,,,,,1,0,1,0,1,0,1,7600000.0
,44.0,,28.0,,4.0,,,,,1,0,1,0,0,0,0,6500000.0
,40.0,,,,3.0,,,,,0,1,1,0,0,0,1,7298200.0
,77.0,,40.0,,5.0,,,,,0,1,1,0,0,0,1,6213387.0
,40.0,,40.0,,6.0,,,,,0,0,1,0,0,0,0,3465955.0
,59.0,,,,2.0,,,,,0,0,0,0,0,0,0,4485000.0
,48.0,,,,6.0,,,,,0,0,0,0,0,0,0,3936450.0
,56.0,,,,4.0,,,,,0,0,0,0,0,0,0,4335100.0
,58.0,,,,12.0,,,,,0,0,0,0,0,0,0,4535300.0
,70.0,,44.0,,2.0,,,,,0,1,1,1,1,1,1,8100000.0
,45.0,,18.0,,12.0,,,,,0,1,1,0,0,0,1,3929727.0
,90.0,,,,15.0,,,,,0,0,1,1,1,0,0,11967240.0
,40.0,,40.0,,5.0,,,,,0,0,1,0,0,0,0,3564482.0
,31.0,,19.0,,1.0,,,,,0,1,1,1,0,0,0,4900000.0
,79.0,,74.0,,,,,,,0,1,1,0,0,0,1,6225640.0
,77.0,,77.0,,5.0,,,,,0,1,1,0,0,0,1,7632900.0
,52.0,,30.0,,10.0,,,,,1,0,1,1,1,0,0,3000000.0
,82.0,,82.0,,1.0,,,,,1,0,0,0,0,0,0,3880225.0
,38.0,,15.0,,2.0,,,,,0,1,1,0,0,0,1,3555587.0
,77.0,,72.0,,11.0,,,,,0,1,1,0,0,0,1,6205910.0
,54.0,,,,12.0,,,,,1,1,1,0,1,0,0,4056712.0
,51.0,,51.0,,6.0,,,,,0,0,1,1,1,0,0,4058450.0
,56.0,,31.0,,2.0,,,,,0,1,1,1,0,0,0,10000000.0
,57.0,,,,8.0,,,,,0,1,0,0,0,0,1,4498491.0
,74.0,,44.0,,10.0,,,,,1,1,1,1,0,1,1,11600000.0
,77.0,,,,9.0,,,,,1,1,1,0,1,0,0,6214600.0
,59.0,,59.0,,2.0,,,,,0,0,1,0,0,0,0,4547447.0
,77.0,,,,14.0,,,,,0,0,1,0,0,0,0,5725843.0
,76.0,,71.0,,,,,,,0,1,1,0,0,0,1,5885398.0
,39.0,,21.0,,6.0,,,,,1,1,1,0,1,0,1,4550000.0
,71.0,,40.0,,12.0,,,,,0,1,1,0,0,0,1,5805196.0
,55.0,,35.0,,5.0,,,,,1,1,1,0,1,0,0,6300000.0
,43.0,,28.0,,2.0,,,,,1,1,1,1,0,0,0,6000000.0
,37.0,,,,11.0,,,,,1,1,1,0,1,0,0,3274574.0
,43.0,,18.0,,2.0,,,,,0,1,1,0,0,0,1,3491971.0
,48.0,,,,3.0,,,,,0,0,0,0,0,0,0,4437750.0
,61.0,,,,6.0,,,,,0,0,0,0,0,0,1,5230900.0
,79.0,,41.0,,7.0,,,,,0,1,1,0,0,0,1,6703350.0
,51.0,,,,17.0,,,,,0,0,1,1,1,0,0,4859800.0
,64.0,,43.0,,1.0,,,,,1,1,1,1,1,0,0,8900000.0
,54.0,,,,12.0,,,,,1,1,1,0,1,0,0,4110024.0
,45.0,,18.0,,14.0,,,,,0,1,1,0,0,0,1,3887015.0
,81.0,,,,5.0,,,,,0,0,0,0,0,0,1,6744295.0
,38.0,,23.0,,7.0,,,,,1,1,1,1,1,0,0,7000000.0
,33.0,,17.0,,7.0,,,,,1,1,1,1,1,0,1,5850000.0
,79.0,,,,12.0,,,,,0,1,1,0,0,0,1,6780400.0
,55.0,,30.0,,2.0,,,,,0,1,1,0,0,0,1,4859400.0
,63.0,,,,12.0,,,,,0,0,1,1,1,0,0,5484100.0
,63.0,,,,17.0,,,,,0,0,1,1,1,0,0,5515800.0
,30.0,,17.0,,3.0,,,,,1,1,1,1,0,0,0,5750000.0
,43.0,,,,16.0,,,,,0,0,1,0,0,0,0,4251940.0
,77.0,,,,5.0,,,,,0,0,1,1,1,0,0,6052830.0
,64.0,,64.0,,16.0,,,,,0,0,1,0,0,0,1,6080000.0
,79.0,,41.0,,6.0,,,,,0,0,0,0,0,0,1,6626300.0
,33.0,,24.0,,3.0,,,,,1,1,1,1,1,0,1,6800000.0
,59.0,,,,16.0,,,,,0,0,0,0,0,0,0,4544800.0
,64.0,,,,11.0,,,,,0,0,1,0,0,0,1,6080000.0
,57.0,,57.0,,10.0,,,,,0,0,1,0,0,0,0,4694466.0
,59.0,,33.0,,,,,,,1,0,1,1,1,0,1,9500000.0
,77.0,,40.0,,2.0,,,,,0,1,1,0,0,0,1,5742336.0
,37.0,,18.0,,16.0,,,,,0,0,1,0,0,0,0,2200000.0
,44.0,,,,5.0,,,,,0,0,0,0,0,0,0,3594150.0
,40.0,,17.0,,7.0,,,,,0,1,1,0,0,0,0,8369200.0
,37.0,,19.0,,11.0,,,,,0,0,1,1,1,1,0,8100000.0
,53.0,,52.0,,2.0,,,,,1,1,1,0,0,0,0,3207872.0
,67.0,,44.0,,4.0,,,,,1,1,1,1,1,0,0,13000000.0
,77.0,,,,15.0,,,,,1,1,1,0,1,0,0,6215372.0
,32.0,,18.0,,1.0,,,,,1,1,1,0,0,0,0,4650000.0
,42.0,,42.0,,8.0,,,,,0,0,1,0,0,0,1,3510900.0
,58.0,,32.0,,3.0,,,,,1,1,1,1,0,0,0,19879000.0
,52.0,,30.0,,8.0,,,,,1,1,1,1,1,0,1,9050000.0
,27.0,,,,7.0,,,,,0,0,1,0,0,0,1,3197000.0
,84.0,,53.0,,3.0,,,,,1,0,1,1,0,0,0,12500000.0
,69.0,,36.0,,2.0,,,,,0,0,0,0,0,0,1,5686796.0
,55.0,,32.0,,11.0,,,,,0,0,1,0,0,0,0,11150000.0
,46.0,,46.0,,25.0,,,,,0,0,1,0,0,0,1,4869700.0
,34.0,,19.0,,8.0,,,,,1,0,1,1,1,0,0,2000000.0
,42.0,,42.0,,11.0,,,,,0,0,1,0,0,0,0,3579486.0
,82.0,,,,2.0,,,,,1,0,0,0,0,0,0,5068854.0
,51.0,,30.0,,3.0,,,,,1,1,1,0,1,0,0,3939816.0
,37.0,,36.0,,5.0,,,,,1,1,1,0,0,0,1,7300000.0
,43.0,,40.0,,23.0,,,,,0,0,1,1,1,0,0,6229540.0
,39.0,,15.0,,14.0,,,,,0,1,1,0,0,0,1,3326626.0
,38.0,,18.0,,3.0,,,,,0,1,1,0,0,0,1,3534367.0
,77.0,,,,9.0,,,,,0,0,0,0,0,0,0,5852000.0
,82.0,,,,12.0,,,,,0,0,0,0,0,0,0,6300400.0
,70.0,,,,6.0,,,,,0,0,0,0,0,0,0,5397700.0
,33.0,,33.0,,18.0,,,,,0,0,1,0,0,0,1,3309600.0
,60.0,,,,5.0,,,,,0,1,1,0,0,0,1,4874730.0
,43.0,,18.0,,5.0,,,,,0,1,1,0,0,0,1,3606375.0
,63.0,,30.0,,9.0,,,,,0,1,1,0,0,0,1,5153050.0
,63.0,,,,12.0,,,,,1,1,1,0,1,0,0,5610900.0
,19.0,,14.0,,1.0,,,,,1,1,1,1,0,0,0,2716000.0
,47.0,,30.0,,6.0,,,,,1,0,1,1,1,0,0,6700000.0
,39.0,,20.0,,2.0,,,,,1,1,1,1,0,0,1,6000000.0
,59.0,,42.0,,5.0,,,,,0,1,1,1,1,1,1,8450000.0
,41.0,,16.0,,32.0,,,,,1,1,1,0,1,0,0,7900000.0
,54.0,,32.0,,4.0,,,,,0,0,0,0,0,0,1,4323272.0
,76.0,,,,7.0,,,,,0,0,0,0,0,0,0,5494505.0
,50.0,,,,16.0,,,,,0,0,1,0,0,0,0,4941160.0
,47.0,,29.0,,4.0,,,,,1,1,1,0,0,0,0,7000000.0
,50.0,,50.0,,8.0,,,,,1,1,1,1,1,0,0,8704988.0
,52.0,,30.0,,11.0,,,,,0,0,1,1,1,0,0,4890050.0
,30.0,,18.0,,5.0,,,,,1,1,1,0,1,0,0,5150000.0
,48.0,,,,8.0,,,,,0,0,0,0,0,0,0,3992300.0
,38.0,,,,5.0,,,,,0,0,0,0,0,0,0,3068450.0
,54.0,,32.0,,8.0,,,,,1,0,1,0,1,0,0,11000000.0
,82.0,,80.0,,15.0,,,,,0,0,1,0,0,0,0,12549143.0
,75.0,,,,9.0,,,,,0,1,0,0,0,0,1,11436400.0
,36.0,,21.0,,3.0,,,,,1,1,1,0,1,0,0,5200000.0
,36.0,,36.0,,2.0,,,,,1,1,1,0,1,0,0,3112727.0
,58.0,,34.0,,15.0,,,,,0,1,1,0,0,0,0,11769600.0
,36.0,,17.0,,5.0,,,,,1,1,1,0,1,0,0,3274574.0
,34.0,,,,7.0,,,,,0,1,1,0,0,0,1,3362876.0
,138.0,,,,2.0,,,,,0,0,0,0,0,0,1,5798496.0
,67.0,,,,3.0,,,,,0,0,0,0,0,0,0,3501127.0
,39.0,,15.0,,10.0,,,,,0,1,1,0,0,0,1,3362876.0
,44.0,,,,5.0,,,,,0,0,0,0,0,0,0,3660300.0
,57.0,,,,16.0,,,,,0,1,0,0,0,0,1,4503212.0
,34.0,,14.0,,6.0,,,,,1,0,1,1,1,0,0,5970000.0
,36.0,,20.0,,11.0,,,,,1,1,1,1,1,0,0,6300000.0
,78.0,,44.0,,7.0,,,,,1,1,1,1,0,0,0,15000000.0
,74.0,,74.0,,16.0,,,,,0,0,1,1,1,0,0,6255627.0
,44.0,,,,2.0,,,,,1,0,0,0,0,0,0,3112775.0
,80.0,,45.0,,13.0,,,,,1,1,1,1,1,0,0,12100000.0
,68.0,,,,7.0,,,,,0,0,0,0,0,0,0,5289900.0
,79.0,,79.0,,8.0,,,,,0,0,0,0,0,0,0,6136900.0
,42.0,,29.0,,1.0,,,,,1,0,1,1,0,0,1,5600000.0
,42.0,,26.0,,4.0,,,,,1,1,1,0,0,0,1,7800000.0
,82.0,,,,3.0,,,,,1,0,0,0,0,0,0,4433400.0
,58.0,,,,13.0,,,,,0,0,0,0,0,0,0,4535300.0
,52.0,,30.0,,12.0,,,,,1,1,1,1,1,0,0,7500000.0
,47.0,,31.0,,3.0,,,,,0,0,1,0,0,0,0,2000000.0
,58.0,,,,17.0,,,,,1,1,1,0,1,0,0,5360220.0
,85.0,,33.0,,3.0,,,,,1,1,1,0,1,0,0,13000000.0
,68.0,,,,5.0,,,,,0,0,0,0,0,0,0,5667750.0
,58.0,,,,8.0,,,,,0,0,0,0,0,0,0,4535300.0
,57.0,,,,9.0,,,,,0,0,1,0,0,0,0,4612682.0
,33.0,,,,3.0,,,,,0,0,0,0,0,0,1,3189420.0
,37.0,,19.0,,6.0,,,,,1,0,1,0,1,0,0,5700000.0
,43.0,,,,11.0,,,,,0,0,1,0,0,0,0,4530557.0
,57.0,,33.0,,8.0,,,,,0,1,1,1,0,0,1,12000000.0
,59.0,,59.0,,1.0,,,,,0,0,1,0,0,0,0,4194444.0
,29.0,,18.0,,1.0,,,,,1,1,1,0,0,0,0,4400000.0
,37.0,,36.0,,10.0,,,,,0,0,0,0,0,0,1,3274574.0
,39.0,,15.0,,6.0,,,,,0,0,0,0,0,0,1,3362876.0
,63.0,,30.0,,9.0,,,,,0,0,1,1,1,1,0,5153050.0
,30.0,,19.0,,5.0,,,,,1,0,1,0,0,0,0,4000000.0
,74.0,,,,12.0,,,,,0,0,0,0,0,0,1,5150823.0
,68.0,,,,4.0,,,,,0,0,0,0,0,0,0,5289900.0
,93.0,,,,3.0,,,,,0,0,0,0,0,0,1,5440815.0
,60.0,,,,2.0,,,,,0,1,0,0,0,0,1,5233147.0
,50.0,,30.0,,17.0,,,,,1,0,1,1,1,0,1,8300000.0
,55.0,,31.0,,,,,,,1,1,1,0,0,0,0,3000000.0
,49.0,,49.0,,3.0,,,,,0,1,1,1,0,0,0,3476515.0
,61.0,,,,4.0,,,,,0,0,1,1,1,1,0,4618597.0
,41.0,,,,11.0,,,,,0,0,0,0,0,0,0,3452800.0
,44.0,,44.0,,6.0,,,,,0,0,1,0,1,0,0,6600000.0
,59.0,,,,5.0,,,,,1,1,1,1,1,0,0,4419429.0
,38.0,,18.0,,8.0,,,,,0,1,1,0,0,0,1,3810125.0
,43.0,,18.0,,16.0,,,,,0,1,1,0,0,0,1,3573584.0
,74.0,,,,7.0,,,,,0,0,0,0,0,0,1,5311866.0
,35.0,,35.0,,16.0,,,,,0,0,1,0,0,0,1,3526300.0
,41.0,,,,9.0,,,,,0,1,0,0,0,0,1,3670489.0
,77.0,,77.0,,2.0,,,,,0,0,1,1,1,0,0,5982900.0
,76.0,,45.0,,13.0,,,,,1,1,1,0,0,0,0,9300000.0
,59.0,,59.0,,12.0,,,,,0,0,0,0,0,0,0,4566100.0
,43.0,,39.0,,3.0,,,,,0,1,1,1,1,0,1,5837400.0
,71.0,,,,4.0,,,,,0,1,1,0,0,0,1,5510516.0
,44.0,,44.0,,3.0,,,,,0,0,0,0,0,0,0,3660300.0
,41.0,,41.0,,9.0,,,,,0,0,1,0,0,0,1,3452800.0
,45.0,,27.0,,6.0,,,,,1,0,1,1,1,0,0,6590000.0
,57.0,,,,7.0,,,,,0,0,1,1,1,1,0,4763787.0
,59.0,,38.0,,8.0,,,,,0,1,1,1,1,0,0,8100000.0
,78.0,,39.0,,10.0,,,,,1,0,1,0,1,0,0,14000000.0
,38.0,,18.0,,15.0,,,,,0,1,1,0,0,0,1,3769375.0
,57.0,,57.0,,5.0,,,,,0,0,1,0,0,0,0,4590649.0
,47.0,,16.0,,2.0,,,,,0,1,1,1,1,0,1,2922350.0
,53.0,,,,3.0,,,,,1,1,1,0,0,0,0,3676716.0
,52.0,,,,17.0,,,,,0,0,1,1,1,0,0,4890050.0
,34.0,,18.0,,14.0,,,,,1,1,1,1,1,0,0,6150000.0
,57.0,,33.0,,5.0,,,,,0,1,1,0,1,0,1,6400000.0
,40.0,,,,13.0,,,,,0,0,1,0,0,0,0,3481070.0
,55.0,,30.0,,2.0,,,,,0,1,1,0,0,0,1,4632352.0
,43.0,,27.0,,3.0,,,,,1,1,1,1,1,1,0,10000000.0
,59.0,,,,4.0,,,,,0,0,0,0,0,0,0,4506800.0
,43.0,,18.0,,2.0,,,,,0,1,1,0,0,0,1,3488791.0
,34.0,,19.0,,11.0,,,,,1,0,1,0,0,0,0,4070000.0
,35.0,,19.0,,4.0,,,,,1,1,1,0,0,0,0,5450000.0
,61.0,,57.0,,12.0,,,,,0,0,1,1,1,0,0,7943000.0
,51.0,,31.0,,8.0,,,,,1,1,1,0,1,1,1,7400000.0
,54.0,,,,11.0,,,,,0,0,0,0,0,0,1,4110024.0
,65.0,,35.0,,16.0,,,,,0,1,1,0,0,0,1,5888000.0
,30.0,,17.0,,5.0,,,,,0,1,1,1,0,0,1,5000000.0
,81.0,,45.0,,13.0,,,,,1,1,1,0,1,1,1,11700000.0
,54.0,,54.0,,3.0,,,,,1,0,1,0,1,0,0,6431694.0
,41.0,,,,5.0,,,,,0,1,0,0,0,0,1,3649360.0
,52.0,,22.0,,13.0,,,,,0,1,1,0,0,0,0,5644478.0
,18.0,,14.0,,2.0,,,,,1,1,1,1,0,0,0,2910000.0
,51.0,,,,17.0,,,,,0,0,1,1,1,0,0,4994650.0
,30.0,,30.0,,11.0,,,,,0,0,0,0,0,0,0,3197700.0
,68.0,,68.0,,12.0,,,,,0,0,0,0,0,0,0,5770800.0
,55.0,,55.0,,13.0,,,,,0,0,0,0,0,0,0,5486450.0
,38.0,,19.0,,14.0,,,,,1,1,1,1,1,0,0,5700000.0
,44.0,,29.0,,2.0,,,,,1,0,1,0,1,0,0,6300000.0
,87.0,,87.0,,7.0,,,,,0,0,1,0,0,0,1,7884000.0
,159.0,,,,,,,,,0,0,0,0,0,0,1,7434966.0
,57.0,,,,17.0,,,,,0,1,0,0,0,0,1,4503212.0
,60.0,,60.0,,21.0,,,,,0,1,0,0,0,0,1,5153664.0
,31.0,,,,5.0,,,,,0,0,0,0,0,0,0,3142150.0
,138.0,,,,,,,,,0,0,0,0,0,0,1,6457416.0
,19.0,,14.0,,2.0,,,,,1,1,1,1,0,0,0,2910000.0
,100.0,,,,8.0,,,,,0,1,1,0,0,0,0,18506880.0
,41.0,,17.0,,9.0,,,,,0,1,1,0,0,0,0,8682800.0
,52.0,,,,17.0,,,,,0,0,1,1,1,0,0,4994650.0
,54.0,,,,9.0,,,,,0,0,0,0,0,0,1,4110024.0
,52.0,,30.0,,2.0,,,,,0,1,1,0,0,0,0,7700000.0
,31.0,,21.0,,2.0,,,,,1,1,1,1,1,0,0,5400000.0
,63.0,,,,6.0,,,,,0,0,1,1,1,1,0,4745934.0
,43.0,,28.0,,2.0,,,,,1,1,1,0,1,0,0,5950000.0
,55.0,,30.0,,10.0,,,,,0,1,1,0,0,0,1,5082880.0
,60.0,,60.0,,9.0,,,,,0,0,1,0,0,0,0,4944510.0
,44.0,,28.0,,1.0,,,,,1,0,1,1,1,0,0,5800000.0
,42.0,,28.0,,1.0,,,,,0,1,1,1,0,0,1,6900000.0
,37.0,,,,3.0,,,,,0,0,0,0,0,0,0,3317600.0
,34.0,,,,15.0,,,,,0,0,1,0,0,0,1,3398250.0
,57.0,,57.0,,18.0,,,,,0,1,0,0,0,0,1,4562601.0
,82.0,,75.0,,10.0,,,,,0,0,1,1,1,0,0,10708100.0
,61.0,,,,9.0,,,,,0,0,1,0,0,0,0,10176063.0
,77.0,,45.0,,6.0,,,,,0,1,1,0,1,0,1,8800000.0
,60.0,,55.0,,15.0,,,,,0,1,1,0,0,0,1,4928820.0
,45.0,,32.0,,5.0,,,,,1,1,1,1,1,0,0,6750000.0
,77.0,,,,11.0,,,,,0,0,0,0,0,0,0,5852000.0
,51.0,,,,14.0,,,,,1,1,1,0,1,0,0,4994650.0
,32.0,,15.0,,1.0,,,,,1,1,1,0,0,0,1,4900000.0
,60.0,,30.0,,3.0,,,,,0,1,1,0,0,0,1,5059776.0
,34.0,,19.0,,,,,,,1,0,1,1,0,0,0,6300000.0
,76.0,,,,12.0,,,,,0,0,0,0,0,0,0,5836800.0
,48.0,,,,11.0,,,,,0,0,0,0,0,0,0,3936450.0
,68.0,,,,8.0,,,,,0,0,0,0,0,0,0,5289900.0
,67.0,,,,4.0,,,,,0,0,0,0,0,0,0,5770800.0
